Date,Open,High,Low,Close,Adj Close,Volume
1973-01-01,3.802083,3.822917,3.739583,3.770833,0.887866,998400
1973-01-08,3.791667,3.958333,3.791667,3.927083,0.924656,1975200
1973-01-15,3.927083,3.958333,3.843750,3.916667,0.922203,1555200
1973-01-22,3.916667,3.979167,3.843750,3.916667,0.922203,878400
1973-01-29,3.916667,3.937500,3.833333,3.833333,0.902582,1171200
1973-02-05,3.833333,3.906250,3.770833,3.895833,0.917298,1442400
1973-02-12,3.895833,3.947917,3.880208,3.916667,0.925321,1274400
1973-02-19,3.927083,3.968750,3.916667,3.927083,0.927782,799200
1973-02-26,3.927083,3.958333,3.697917,3.770833,0.890868,981600
1973-03-05,3.765625,3.906250,3.729167,3.885417,0.917938,1142400
1973-03-12,3.885417,3.979167,3.729167,3.781250,0.893329,1783200
1973-03-19,3.760417,3.760417,3.593750,3.697917,0.873642,2258400
1973-03-26,3.697917,3.703125,3.625000,3.630208,0.857645,2496000
1973-04-02,3.604167,3.656250,3.562500,3.645833,0.861336,1384800
1973-04-09,3.661458,3.739583,3.661458,3.739583,0.883485,1768800
1973-04-16,3.739583,3.744792,3.661458,3.708333,0.876102,840000
1973-04-23,3.708333,3.723958,3.520833,3.526042,0.833036,1075200
1973-04-30,3.515625,3.520833,3.312500,3.520833,0.831805,2877600
1973-05-07,3.520833,3.578125,3.500000,3.567708,0.842879,1423200
1973-05-14,3.552083,3.552083,3.348958,3.369792,0.796121,1478400
1973-05-21,3.369792,3.630208,3.260417,3.630208,0.860791,1586400
1973-05-28,3.630208,3.697917,3.520833,3.541667,0.839797,984000
1973-06-04,3.531250,3.567708,3.458333,3.541667,0.839797,1200000
1973-06-11,3.541667,3.552083,3.458333,3.458333,0.820037,2260800
1973-06-18,3.458333,3.552083,3.380208,3.520833,0.834856,2032800
1973-06-25,3.500000,3.630208,3.380208,3.609375,0.855852,1334400
1973-07-02,3.588542,3.588542,3.411458,3.411458,0.808921,1166400
1973-07-09,3.411458,3.661458,3.390625,3.619792,0.858321,1644000
1973-07-16,3.619792,3.770833,3.609375,3.770833,0.894136,1440000
1973-07-23,3.770833,3.932292,3.739583,3.859375,0.915130,1924800
1973-07-30,3.859375,3.859375,3.708333,3.791667,0.899077,1164000
1973-08-06,3.791667,3.848958,3.739583,3.828125,0.907721,525600
1973-08-13,3.828125,3.828125,3.687500,3.718750,0.881786,878400
1973-08-20,3.708333,3.864583,3.614583,3.833333,0.908956,537600
1973-08-27,3.822917,3.947917,3.750000,3.822917,0.906486,709200
1973-09-03,3.822917,3.916667,3.687500,3.864583,0.919624,592800
1973-09-10,3.833333,3.875000,3.729167,3.864583,0.919624,943200
1973-09-17,3.864583,3.916667,3.729167,3.885417,0.924581,2600400
1973-09-24,3.885417,3.979167,3.833333,3.927083,0.934496,1546800
1973-10-01,3.927083,4.177083,3.927083,4.135417,0.984072,1327200
1973-10-08,4.135417,4.395833,4.114583,4.364583,1.038605,1140000
1973-10-15,4.364583,4.427083,4.312500,4.333333,1.031168,1092000
1973-10-22,4.333333,4.364583,4.114583,4.135417,0.984072,889200
1973-10-29,4.135417,4.229167,4.020833,4.166667,0.991508,1183200
1973-11-05,4.166667,4.229167,4.000000,4.020833,0.956805,794400
1973-11-12,4.020833,4.135417,3.729167,3.802083,0.904750,1909200
1973-11-19,3.802083,3.822917,3.625000,3.708333,0.885433,1545600
1973-11-26,3.666667,3.750000,3.552083,3.729167,0.890407,1086000
1973-12-03,3.729167,3.875000,3.697917,3.770833,0.900355,1572000
1973-12-10,3.770833,3.864583,3.208333,3.250000,0.775997,2294400
1973-12-17,3.208333,3.406250,3.000000,3.250000,0.775997,1312800
1973-12-24,3.208333,3.666667,3.125000,3.614583,0.863048,1473600
1973-12-31,3.614583,3.791667,3.541667,3.687500,0.880459,997200
1974-01-07,3.656250,3.656250,3.291667,3.302083,0.788433,1869600
1974-01-14,3.302083,3.500000,3.239583,3.458333,0.825741,3048000
1974-01-21,3.458333,3.697917,3.375000,3.677083,0.877971,1494000
1974-01-28,3.677083,3.687500,3.520833,3.583333,0.855587,1212000
1974-02-04,3.583333,3.635417,3.500000,3.552083,0.848125,1093200
1974-02-11,3.552083,3.635417,3.208333,3.333333,0.795895,1752000
1974-02-18,3.333333,3.385417,3.177083,3.333333,0.799285,1290000
1974-02-25,3.333333,3.375000,3.187500,3.197917,0.766813,1884000
1974-03-04,3.187500,3.375000,3.104167,3.322917,0.796787,3428400
1974-03-11,3.322917,3.614583,3.291667,3.614583,0.866724,1791600
1974-03-18,3.583333,3.614583,3.427083,3.583333,0.859231,2565600
1974-03-25,3.572917,3.572917,3.437500,3.479167,0.834254,1063200
1974-04-01,3.479167,3.541667,3.385417,3.385417,0.811774,1255200
1974-04-08,3.385417,3.489583,3.333333,3.406250,0.816770,792000
1974-04-15,3.406250,3.572917,3.406250,3.510417,0.841747,1011600
1974-04-22,3.510417,3.531250,3.385417,3.468750,0.831755,1302000
1974-04-29,3.468750,3.531250,3.416667,3.458333,0.829258,1246800
1974-05-06,3.458333,3.489583,3.281250,3.427083,0.821765,2240400
1974-05-13,3.427083,3.427083,3.354167,3.385417,0.811774,1185600
1974-05-20,3.333333,3.385417,3.250000,3.333333,0.799285,1484400
1974-05-27,3.333333,3.364583,3.291667,3.291667,0.792708,952800
1974-06-03,3.291667,3.447917,3.218750,3.354167,0.807759,2323200
1974-06-10,3.333333,3.375000,3.250000,3.322917,0.800233,1244400
1974-06-17,3.322917,3.364583,3.208333,3.239583,0.780165,1506000
1974-06-24,3.208333,3.208333,2.875000,2.875000,0.692365,3483600
1974-07-01,2.875000,2.916667,2.718750,2.854167,0.687348,1736400
1974-07-08,2.833333,3.052083,2.729167,3.000000,0.722468,1855200
1974-07-15,3.000000,3.031250,2.854167,2.937500,0.707416,1273200
1974-07-22,2.937500,3.020833,2.750000,2.750000,0.662262,1222800
1974-07-29,2.750000,2.750000,2.541667,2.635417,0.634668,1441200
1974-08-05,2.635417,2.760417,2.510417,2.583333,0.622125,1510800
1974-08-12,2.583333,2.583333,2.416667,2.437500,0.587005,1581600
1974-08-19,2.437500,2.437500,1.750000,1.885417,0.454051,4402800
1974-08-26,1.885417,2.135417,1.875000,2.135417,0.517351,1620000
1974-09-02,2.135417,2.218750,2.031250,2.156250,0.522398,1112400
1974-09-09,2.156250,2.270833,1.968750,1.968750,0.476973,1360800
1974-09-16,1.968750,2.166667,1.958333,2.114583,0.512304,1846800
1974-09-23,2.114583,2.135417,1.854167,1.875000,0.454259,1190400
1974-09-30,1.875000,1.958333,1.739583,1.812500,0.439117,2047200
1974-10-07,1.833333,2.437500,1.833333,2.354167,0.570348,2306400
1974-10-14,2.354167,2.416667,2.135417,2.375000,0.575395,1489200
1974-10-21,2.437500,2.625000,2.354167,2.458333,0.595585,1478400
1974-10-28,2.416667,2.635417,2.375000,2.500000,0.605679,1755600
1974-11-04,2.447917,2.666667,2.333333,2.437500,0.590537,1492800
1974-11-11,2.437500,2.479167,2.291667,2.322917,0.562777,1170000
1974-11-18,2.281250,2.281250,2.135417,2.229167,0.540064,2014800
1974-11-25,2.229167,2.312500,2.208333,2.208333,0.538396,699600
1974-12-02,2.187500,2.187500,1.833333,1.854167,0.452049,1770000
1974-12-09,1.864583,2.125000,1.864583,2.052083,0.500302,1384800
1974-12-16,2.052083,2.062500,1.875000,1.906250,0.464747,2492400
1974-12-23,1.906250,2.020833,1.812500,2.000000,0.487604,898800
1974-12-30,1.958333,2.104167,1.916667,2.072917,0.505381,926400
1975-01-06,2.072917,2.250000,2.052083,2.135417,0.520619,2286000
1975-01-13,2.135417,2.166667,1.958333,2.072917,0.505381,2172000
1975-01-20,2.072917,2.125000,2.041667,2.104167,0.513000,2388000
1975-01-27,2.104167,2.458333,2.104167,2.458333,0.599347,2522400
1975-02-03,2.458333,2.531250,2.385417,2.479167,0.604426,2840400
1975-02-10,2.489583,2.583333,2.468750,2.552083,0.622203,3326400
1975-02-17,2.552083,2.781250,2.510417,2.750000,0.674649,2008800
1975-02-24,2.750000,2.833333,2.666667,2.781250,0.682316,2503200
1975-03-03,2.781250,2.989583,2.750000,2.854167,0.700204,3175200
1975-03-10,2.854167,2.864583,2.718750,2.739583,0.672093,3272400
1975-03-17,2.739583,2.802083,2.687500,2.697917,0.661872,2638800
1975-03-24,2.666667,2.666667,2.541667,2.604167,0.638872,1772400
1975-03-31,2.604167,2.625000,2.447917,2.458333,0.603096,2065200
1975-04-07,2.458333,2.718750,2.416667,2.718750,0.666983,1858800
1975-04-14,2.770833,2.947917,2.729167,2.916667,0.715537,2017200
1975-04-21,2.916667,3.072917,2.781250,2.802083,0.687427,2437200
1975-04-28,2.802083,2.916667,2.687500,2.906250,0.712982,4513200
1975-05-05,2.906250,3.000000,2.822917,2.989583,0.733426,2139600
1975-05-12,3.010417,3.260417,3.010417,3.166667,0.776868,1680000
1975-05-19,3.135417,3.291667,3.041667,3.291667,0.807535,1819200
1975-05-26,3.291667,3.385417,3.250000,3.302083,0.814119,2331600
1975-06-02,3.302083,3.354167,3.177083,3.208333,0.791005,1898400
1975-06-09,3.208333,3.229167,3.083333,3.104167,0.765323,3021600
1975-06-16,3.125000,3.239583,3.114583,3.229167,0.796141,3298800
1975-06-23,3.229167,3.375000,3.229167,3.322917,0.819255,1200000
1975-06-30,3.322917,3.375000,3.250000,3.270833,0.806414,799200
1975-07-07,3.270833,3.333333,3.187500,3.229167,0.796141,1204800
1975-07-14,3.229167,3.385417,3.156250,3.229167,0.796141,2605200
1975-07-21,3.229167,3.270833,3.072917,3.135417,0.773027,1699200
1975-07-28,3.135417,3.187500,2.958333,2.979167,0.734505,1930800
1975-08-04,2.958333,2.958333,2.864583,2.916667,0.719096,2499600
1975-08-11,2.916667,3.010417,2.885417,2.989583,0.737073,2500800
1975-08-18,3.000000,3.020833,2.854167,2.916667,0.719096,3207600
1975-08-25,2.937500,3.000000,2.916667,2.916667,0.722863,2523600
1975-09-01,2.916667,2.947917,2.885417,2.916667,0.722863,2030400
1975-09-08,2.916667,2.989583,2.729167,2.750000,0.681556,2229600
1975-09-15,2.750000,2.864583,2.718750,2.802083,0.694465,1574400
1975-09-22,2.833333,2.885417,2.760417,2.875000,0.712536,1591200
1975-09-29,2.875000,2.885417,2.770833,2.791667,0.691883,1245600
1975-10-06,2.822917,3.000000,2.822917,2.885417,0.715118,2650800
1975-10-13,2.885417,2.916667,2.833333,2.875000,0.712536,1605600
1975-10-20,2.875000,2.968750,2.854167,2.958333,0.733189,3008400
1975-10-27,2.958333,2.958333,2.875000,2.885417,0.715118,1713600
1975-11-03,2.885417,2.916667,2.864583,2.916667,0.722863,1125600
1975-11-10,2.916667,3.041667,2.885417,3.041667,0.753843,2036400
1975-11-17,3.041667,3.156250,3.000000,3.156250,0.782241,1970400
1975-11-24,3.156250,3.197917,3.114583,3.166667,0.788863,1504800
1975-12-01,3.166667,3.177083,2.906250,2.906250,0.723989,2502000
1975-12-08,2.906250,2.937500,2.833333,2.833333,0.705825,1083600
1975-12-15,2.833333,2.947917,2.770833,2.916667,0.726584,2394000
1975-12-22,2.916667,2.947917,2.833333,2.916667,0.726584,1191600
1975-12-29,2.916667,2.916667,2.833333,2.864583,0.713609,770400
1976-01-05,2.875000,3.083333,2.875000,3.052083,0.760318,3469200
1976-01-12,3.052083,3.281250,3.041667,3.260417,0.812217,3996000
1976-01-19,3.260417,3.458333,3.218750,3.333333,0.830382,3316800
1976-01-26,3.333333,3.364583,3.166667,3.208333,0.799243,2571600
1976-02-02,3.208333,3.218750,3.114583,3.156250,0.786268,4843200
1976-02-09,3.156250,3.197917,3.114583,3.156250,0.786268,2766000
1976-02-16,3.135417,3.208333,3.083333,3.135417,0.785226,4185600
1976-02-23,3.135417,3.208333,3.104167,3.166667,0.793052,3006000
1976-03-01,3.166667,3.187500,3.104167,3.135417,0.785226,3411600
1976-03-08,3.156250,3.322917,3.156250,3.177083,0.795660,2470800
1976-03-15,3.166667,3.177083,3.072917,3.104167,0.777398,2463600
